kecamatan,wilayah_kota,target_perkecamatan,target_harian_perkecamatan,date,Cakupan Suntik 1,Keterangan,Cakupan Suntik 2
Ciracas,Jakarta Timur,252861,2800,19 September 2021,138,Tidak Tercapai,72
Pulo Gadung,Jakarta Timur,250436,2779,19 September 2021,12,Tidak Tercapai,120
Kembangan,Jakarta Barat,243825,2686,19 September 2021,974,Tidak Tercapai,783
Cipayung,Jakarta Timur,232520,2658,19 September 2021,554,Tidak Tercapai,22
Tambora,Jakarta Barat,221310,2565,19 September 2021,823,Tidak Tercapai,463
Pesanggrahan,Jakarta Selatan,212090,2378,19 September 2021,536,Tidak Tercapai,1470
Kemayoran,Jakarta Pusat,206657,2364,19 September 2021,2,Tidak Tercapai,37
Tebet,Jakarta Selatan,196217,2177,19 September 2021,7,Tidak Tercapai,424
Grogol Petamburan,Jakarta Barat,196274,2095,19 September 2021,50,Tidak Tercapai,97
Palmerah,Jakarta Barat,186632,2077,19 September 2021,661,Tidak Tercapai,508
Pasar Rebo,Jakarta Timur,187522,2071,19 September 2021,67,Tidak Tercapai,1552
Cilandak,Jakarta Selatan,184665,2047,19 September 2021,164,Tidak Tercapai,279
Makasar,Jakarta Timur,178873,1927,19 September 2021,483,Tidak Tercapai,510
Matraman,Jakarta Timur,154999,1745,19 September 2021,85,Tidak Tercapai,728
Tanah Abang,Jakarta Pusat,142258,1647,19 September 2021,8,Tidak Tercapai,0
Pancoran,Jakarta Selatan,142268,1612,19 September 2021,2,Tidak Tercapai,3
Pademangan,Jakarta Utara,135923,1492,19 September 2021,0,Tidak Tercapai,1
Mampang Prapatan,Jakarta Selatan,128433,1483,19 September 2021,253,Tidak Tercapai,666
Kebayoran Baru,Jakarta Selatan,129072,1342,19 September 2021,228,Tidak Tercapai,196
Taman Sari,Jakarta Barat,107037,1149,19 September 2021,143,Tidak Tercapai,305
Sawah Besar,Jakarta Pusat,102381,1120,19 September 2021,91,Tidak Tercapai,9
Kelapa Gading,Jakarta Utara,119285,1114,19 September 2021,897,Tidak Tercapai,1144
Johar Baru,Jakarta Pusat,114661,1102,19 September 2021,11,Tidak Tercapai,142
Senen,Jakarta Pusat,104180,1099,19 September 2021,17,Tidak Tercapai,15
Setia Budi,Jakarta Selatan,96032,1019,19 September 2021,11,Tidak Tercapai,23
Cempaka Putih,Jakarta Pusat,82144,893,19 September 2021,107,Tidak Tercapai,699
Gambir,Jakarta Pusat,79504,879,19 September 2021,149,Tidak Tercapai,1561
Menteng,Jakarta Pusat,73752,770,19 September 2021,1,Tidak Tercapai,8
Kep. Seribu Utara,Kepulauan Seribu,13038,122,19 September 2021,0,Tidak Tercapai,25
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,20 September 2021,232,Tidak Tercapai,111
Cakung,Jakarta Timur,451298,5333,20 September 2021,765,Tidak Tercapai,116
Cengkareng,Jakarta Barat,456111,5041,20 September 2021,487,Tidak Tercapai,55
Kali Deres,Jakarta Barat,356818,4295,20 September 2021,494,Tidak Tercapai,70
Cilincing,Jakarta Utara,340707,4073,20 September 2021,437,Tidak Tercapai,56
Duren Sawit,Jakarta Timur,358527,4006,20 September 2021,277,Tidak Tercapai,102
Tanjung Priok,Jakarta Utara,333750,3728,20 September 2021,309,Tidak Tercapai,44
Jagakarsa,Jakarta Selatan,291101,3291,20 September 2021,275,Tidak Tercapai,66
Kebon Jeruk,Jakarta Barat,290818,3285,20 September 2021,596,Tidak Tercapai,76
Koja,Jakarta Utara,270619,3253,20 September 2021,261,Tidak Tercapai,38
Kebayoran Lama,Jakarta Selatan,266485,3018,20 September 2021,306,Tidak Tercapai,59
Jatinegara,Jakarta Timur,262190,3010,20 September 2021,320,Tidak Tercapai,71
Kramat Jati,Jakarta Timur,252661,2939,20 September 2021,61,Tidak Tercapai,83
Pasar Minggu,Jakarta Selatan,266638,2937,20 September 2021,252,Tidak Tercapai,67
Penjaringan,Jakarta Utara,259380,2860,20 September 2021,189,Tidak Tercapai,74
Ciracas,Jakarta Timur,252861,2800,20 September 2021,156,Tidak Tercapai,36
Pulo Gadung,Jakarta Timur,250436,2779,20 September 2021,227,Tidak Tercapai,40
Kembangan,Jakarta Barat,243825,2686,20 September 2021,457,Tidak Tercapai,234
Cipayung,Jakarta Timur,232520,2658,20 September 2021,69,Tidak Tercapai,25
Tambora,Jakarta Barat,221310,2565,20 September 2021,315,Tidak Tercapai,47
Pesanggrahan,Jakarta Selatan,212090,2378,20 September 2021,244,Tidak Tercapai,56
Kemayoran,Jakarta Pusat,206657,2364,20 September 2021,331,Tidak Tercapai,33
Tebet,Jakarta Selatan,196217,2177,20 September 2021,242,Tidak Tercapai,47
Grogol Petamburan,Jakarta Barat,196274,2095,20 September 2021,169,Tidak Tercapai,44
Palmerah,Jakarta Barat,186632,2077,20 September 2021,383,Tidak Tercapai,90
Pasar Rebo,Jakarta Timur,187522,2071,20 September 2021,173,Tidak Tercapai,81
Cilandak,Jakarta Selatan,184665,2047,20 September 2021,239,Tidak Tercapai,123
Makasar,Jakarta Timur,178873,1927,20 September 2021,317,Tidak Tercapai,35
Matraman,Jakarta Timur,154999,1745,20 September 2021,110,Tidak Tercapai,55
Tanah Abang,Jakarta Pusat,142258,1647,20 September 2021,381,Tidak Tercapai,204
Pancoran,Jakarta Selatan,142268,1612,20 September 2021,110,Tidak Tercapai,39
Pademangan,Jakarta Utara,135923,1492,20 September 2021,136,Tidak Tercapai,21
Mampang Prapatan,Jakarta Selatan,128433,1483,20 September 2021,363,Tidak Tercapai,345
Kebayoran Baru,Jakarta Selatan,129072,1342,20 September 2021,73,Tidak Tercapai,25
Taman Sari,Jakarta Barat,107037,1149,20 September 2021,87,Tidak Tercapai,44
Sawah Besar,Jakarta Pusat,102381,1120,20 September 2021,181,Tidak Tercapai,72
Kelapa Gading,Jakarta Utara,119285,1114,20 September 2021,135,Tidak Tercapai,62
Johar Baru,Jakarta Pusat,114661,1102,20 September 2021,135,Tidak Tercapai,81
Senen,Jakarta Pusat,104180,1099,20 September 2021,131,Tidak Tercapai,33
Setia Budi,Jakarta Selatan,96032,1019,20 September 2021,161,Tidak Tercapai,41
Cempaka Putih,Jakarta Pusat,82144,893,20 September 2021,104,Tidak Tercapai,48
Gambir,Jakarta Pusat,79504,879,20 September 2021,178,Tidak Tercapai,47
Menteng,Jakarta Pusat,73752,770,20 September 2021,8,Tidak Tercapai,8
Kep. Seribu Utara,Kepulauan Seribu,13038,122,20 September 2021,3,Tidak Tercapai,3
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,21 September 2021,1154,Tidak Tercapai,844
Cakung,Jakarta Timur,451298,5333,21 September 2021,2342,Tidak Tercapai,1435
Cengkareng,Jakarta Barat,456111,5041,21 September 2021,841,Tidak Tercapai,1857
Kali Deres,Jakarta Barat,356818,4295,21 September 2021,1096,Tidak Tercapai,1894
Cilincing,Jakarta Utara,340707,4073,21 September 2021,1024,Tidak Tercapai,1570
Duren Sawit,Jakarta Timur,358527,4006,21 September 2021,1368,Tidak Tercapai,2742
Tanjung Priok,Jakarta Utara,333750,3728,21 September 2021,649,Tidak Tercapai,704
Jagakarsa,Jakarta Selatan,291101,3291,21 September 2021,458,Tidak Tercapai,1847
Kebon Jeruk,Jakarta Barat,290818,3285,21 September 2021,935,Tidak Tercapai,1518
Koja,Jakarta Utara,270619,3253,21 September 2021,741,Tidak Tercapai,785
Kebayoran Lama,Jakarta Selatan,266485,3018,21 September 2021,932,Tidak Tercapai,2060
Jatinegara,Jakarta Timur,262190,3010,21 September 2021,869,Tidak Tercapai,1654
Kramat Jati,Jakarta Timur,252661,2939,21 September 2021,697,Tidak Tercapai,977
Pasar Minggu,Jakarta Selatan,266638,2937,21 September 2021,711,Tidak Tercapai,1832
Penjaringan,Jakarta Utara,259380,2860,21 September 2021,439,Tidak Tercapai,1432
Ciracas,Jakarta Timur,252861,2800,21 September 2021,404,Tidak Tercapai,1230
Pulo Gadung,Jakarta Timur,250436,2779,21 September 2021,827,Tidak Tercapai,709
Kembangan,Jakarta Barat,243825,2686,21 September 2021,1807,Tidak Tercapai,2053
Cipayung,Jakarta Timur,232520,2658,21 September 2021,495,Tidak Tercapai,1196
Tambora,Jakarta Barat,221310,2565,21 September 2021,1588,Tidak Tercapai,1367
Pesanggrahan,Jakarta Selatan,212090,2378,21 September 2021,760,Tidak Tercapai,4279
Kemayoran,Jakarta Pusat,206657,2364,21 September 2021,661,Tidak Tercapai,905
Tebet,Jakarta Selatan,196217,2177,21 September 2021,420,Tidak Tercapai,2119
Grogol Petamburan,Jakarta Barat,196274,2095,21 September 2021,547,Tidak Tercapai,1659
Palmerah,Jakarta Barat,186632,2077,21 September 2021,974,Tidak Tercapai,1795
Pasar Rebo,Jakarta Timur,187522,2071,21 September 2021,974,Tidak Tercapai,1934
Cilandak,Jakarta Selatan,184665,2047,21 September 2021,1060,Tidak Tercapai,1011
Makasar,Jakarta Timur,178873,1927,21 September 2021,674,Tidak Tercapai,1218
Matraman,Jakarta Timur,154999,1745,21 September 2021,273,Tidak Tercapai,2043
Tanah Abang,Jakarta Pusat,142258,1647,21 September 2021,652,Tidak Tercapai,2063
Pancoran,Jakarta Selatan,142268,1612,21 September 2021,494,Tidak Tercapai,1555
Pademangan,Jakarta Utara,135923,1492,21 September 2021,325,Tidak Tercapai,290
Mampang Prapatan,Jakarta Selatan,128433,1483,21 September 2021,2270,Tercapai,2797
Kebayoran Baru,Jakarta Selatan,129072,1342,21 September 2021,140,Tidak Tercapai,394
Taman Sari,Jakarta Barat,107037,1149,21 September 2021,468,Tidak Tercapai,794
Sawah Besar,Jakarta Pusat,102381,1120,21 September 2021,507,Tidak Tercapai,2030
Kelapa Gading,Jakarta Utara,119285,1114,21 September 2021,594,Tidak Tercapai,1274
Johar Baru,Jakarta Pusat,114661,1102,21 September 2021,332,Tidak Tercapai,790
Senen,Jakarta Pusat,104180,1099,21 September 2021,245,Tidak Tercapai,1337
Setia Budi,Jakarta Selatan,96032,1019,21 September 2021,328,Tidak Tercapai,609
Cempaka Putih,Jakarta Pusat,82144,893,21 September 2021,363,Tidak Tercapai,1319
Gambir,Jakarta Pusat,79504,879,21 September 2021,350,Tidak Tercapai,1205
Menteng,Jakarta Pusat,73752,770,21 September 2021,21,Tidak Tercapai,235
Kep. Seribu Utara,Kepulauan Seribu,13038,122,21 September 2021,8,Tidak Tercapai,160
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,22 September 2021,393,Tidak Tercapai,241
Cakung,Jakarta Timur,451298,5333,22 September 2021,1056,Tidak Tercapai,1411
Cengkareng,Jakarta Barat,456111,5041,22 September 2021,503,Tidak Tercapai,1311
Kali Deres,Jakarta Barat,356818,4295,22 September 2021,556,Tidak Tercapai,334
Cilincing,Jakarta Utara,340707,4073,22 September 2021,618,Tidak Tercapai,316
Duren Sawit,Jakarta Timur,358527,4006,22 September 2021,657,Tidak Tercapai,1334
Tanjung Priok,Jakarta Utara,333750,3728,22 September 2021,436,Tidak Tercapai,163
Jagakarsa,Jakarta Selatan,291101,3291,22 September 2021,405,Tidak Tercapai,842
Kebon Jeruk,Jakarta Barat,290818,3285,22 September 2021,577,Tidak Tercapai,800
Koja,Jakarta Utara,270619,3253,22 September 2021,265,Tidak Tercapai,175
Kebayoran Lama,Jakarta Selatan,266485,3018,22 September 2021,784,Tidak Tercapai,888
Jatinegara,Jakarta Timur,262190,3010,22 September 2021,425,Tidak Tercapai,247
Kramat Jati,Jakarta Timur,252661,2939,22 September 2021,329,Tidak Tercapai,313
Pasar Minggu,Jakarta Selatan,266638,2937,22 September 2021,360,Tidak Tercapai,1288
Penjaringan,Jakarta Utara,259380,2860,22 September 2021,275,Tidak Tercapai,352
Ciracas,Jakarta Timur,252861,2800,22 September 2021,278,Tidak Tercapai,165
Pulo Gadung,Jakarta Timur,250436,2779,22 September 2021,475,Tidak Tercapai,155
Kembangan,Jakarta Barat,243825,2686,22 September 2021,487,Tidak Tercapai,550
Cipayung,Jakarta Timur,232520,2658,22 September 2021,201,Tidak Tercapai,429
Tambora,Jakarta Barat,221310,2565,22 September 2021,826,Tidak Tercapai,680
Pesanggrahan,Jakarta Selatan,212090,2378,22 September 2021,432,Tidak Tercapai,1270
Kemayoran,Jakarta Pusat,206657,2364,22 September 2021,370,Tidak Tercapai,201
Tebet,Jakarta Selatan,196217,2177,22 September 2021,372,Tidak Tercapai,608
Grogol Petamburan,Jakarta Barat,196274,2095,22 September 2021,255,Tidak Tercapai,200
Palmerah,Jakarta Barat,186632,2077,22 September 2021,557,Tidak Tercapai,358
Pasar Rebo,Jakarta Timur,187522,2071,22 September 2021,574,Tidak Tercapai,305
Cilandak,Jakarta Selatan,184665,2047,22 September 2021,551,Tidak Tercapai,238
Makasar,Jakarta Timur,178873,1927,22 September 2021,602,Tidak Tercapai,493
Matraman,Jakarta Timur,154999,1745,22 September 2021,160,Tidak Tercapai,290
Tanah Abang,Jakarta Pusat,142258,1647,22 September 2021,721,Tidak Tercapai,268
Pancoran,Jakarta Selatan,142268,1612,22 September 2021,264,Tidak Tercapai,668
Pademangan,Jakarta Utara,135923,1492,22 September 2021,194,Tidak Tercapai,87
Mampang Prapatan,Jakarta Selatan,128433,1483,22 September 2021,461,Tidak Tercapai,747
Kebayoran Baru,Jakarta Selatan,129072,1342,22 September 2021,74,Tidak Tercapai,106
Taman Sari,Jakarta Barat,107037,1149,22 September 2021,246,Tidak Tercapai,310
Sawah Besar,Jakarta Pusat,102381,1120,22 September 2021,278,Tidak Tercapai,694
Kelapa Gading,Jakarta Utara,119285,1114,22 September 2021,271,Tidak Tercapai,521
Johar Baru,Jakarta Pusat,114661,1102,22 September 2021,187,Tidak Tercapai,290
Senen,Jakarta Pusat,104180,1099,22 September 2021,99,Tidak Tercapai,499
Setia Budi,Jakarta Selatan,96032,1019,22 September 2021,191,Tidak Tercapai,129
Cempaka Putih,Jakarta Pusat,82144,893,22 September 2021,139,Tidak Tercapai,242
Gambir,Jakarta Pusat,79504,879,22 September 2021,186,Tidak Tercapai,420
Menteng,Jakarta Pusat,73752,770,22 September 2021,10,Tidak Tercapai,63
Kep. Seribu Utara,Kepulauan Seribu,13038,122,22 September 2021,4,Tidak Tercapai,66
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,23 September 2021,414,Tidak Tercapai,983
Cakung,Jakarta Timur,451298,5333,23 September 2021,846,Tidak Tercapai,2251
Cengkareng,Jakarta Barat,456111,5041,23 September 2021,566,Tidak Tercapai,1084
Kali Deres,Jakarta Barat,356818,4295,23 September 2021,541,Tidak Tercapai,1540
Cilincing,Jakarta Utara,340707,4073,23 September 2021,551,Tidak Tercapai,2040
Duren Sawit,Jakarta Timur,358527,4006,23 September 2021,922,Tidak Tercapai,2836
Tanjung Priok,Jakarta Utara,333750,3728,23 September 2021,404,Tidak Tercapai,594
Jagakarsa,Jakarta Selatan,291101,3291,23 September 2021,1363,Tidak Tercapai,2149
Kebon Jeruk,Jakarta Barat,290818,3285,23 September 2021,532,Tidak Tercapai,1432
Koja,Jakarta Utara,270619,3253,23 September 2021,615,Tidak Tercapai,727
Kebayoran Lama,Jakarta Selatan,266485,3018,23 September 2021,598,Tidak Tercapai,1638
Jatinegara,Jakarta Timur,262190,3010,23 September 2021,584,Tidak Tercapai,1588
Kramat Jati,Jakarta Timur,252661,2939,23 September 2021,550,Tidak Tercapai,621
Pasar Minggu,Jakarta Selatan,266638,2937,23 September 2021,754,Tidak Tercapai,939
Penjaringan,Jakarta Utara,259380,2860,23 September 2021,741,Tidak Tercapai,1194
Ciracas,Jakarta Timur,252861,2800,23 September 2021,599,Tidak Tercapai,911
Pulo Gadung,Jakarta Timur,250436,2779,23 September 2021,444,Tidak Tercapai,768
Kembangan,Jakarta Barat,243825,2686,23 September 2021,1071,Tidak Tercapai,1628
Cipayung,Jakarta Timur,232520,2658,23 September 2021,329,Tidak Tercapai,1142
Tambora,Jakarta Barat,221310,2565,23 September 2021,883,Tidak Tercapai,1189
Pesanggrahan,Jakarta Selatan,212090,2378,23 September 2021,455,Tidak Tercapai,3201
Kemayoran,Jakarta Pusat,206657,2364,23 September 2021,1084,Tidak Tercapai,608
Tebet,Jakarta Selatan,196217,2177,23 September 2021,264,Tidak Tercapai,1226
Grogol Petamburan,Jakarta Barat,196274,2095,23 September 2021,685,Tidak Tercapai,1104
Palmerah,Jakarta Barat,186632,2077,23 September 2021,589,Tidak Tercapai,1348
Pasar Rebo,Jakarta Timur,187522,2071,23 September 2021,704,Tidak Tercapai,2694
Cilandak,Jakarta Selatan,184665,2047,23 September 2021,308,Tidak Tercapai,1563
Makasar,Jakarta Timur,178873,1927,23 September 2021,932,Tidak Tercapai,733
Matraman,Jakarta Timur,154999,1745,23 September 2021,348,Tidak Tercapai,1553
Tanah Abang,Jakarta Pusat,142258,1647,23 September 2021,604,Tidak Tercapai,1402
Pancoran,Jakarta Selatan,142268,1612,23 September 2021,192,Tidak Tercapai,1052
Pademangan,Jakarta Utara,135923,1492,23 September 2021,163,Tidak Tercapai,260
Mampang Prapatan,Jakarta Selatan,128433,1483,23 September 2021,1326,Tidak Tercapai,2277
Kebayoran Baru,Jakarta Selatan,129072,1342,23 September 2021,160,Tidak Tercapai,327
Taman Sari,Jakarta Barat,107037,1149,23 September 2021,570,Tidak Tercapai,862
Sawah Besar,Jakarta Pusat,102381,1120,23 September 2021,497,Tidak Tercapai,1660
Kelapa Gading,Jakarta Utara,119285,1114,23 September 2021,948,Tidak Tercapai,1048
Johar Baru,Jakarta Pusat,114661,1102,23 September 2021,253,Tidak Tercapai,945
Senen,Jakarta Pusat,104180,1099,23 September 2021,234,Tidak Tercapai,2359
Setia Budi,Jakarta Selatan,96032,1019,23 September 2021,258,Tidak Tercapai,555
Cempaka Putih,Jakarta Pusat,82144,893,23 September 2021,1243,Tercapai,758
Gambir,Jakarta Pusat,79504,879,23 September 2021,382,Tidak Tercapai,1238
Menteng,Jakarta Pusat,73752,770,23 September 2021,15,Tidak Tercapai,292
Kep. Seribu Utara,Kepulauan Seribu,13038,122,23 September 2021,30,Tidak Tercapai,364
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,24 September 2021,301,Tidak Tercapai,577
Cakung,Jakarta Timur,451298,5333,24 September 2021,743,Tidak Tercapai,1266
Cengkareng,Jakarta Barat,456111,5041,24 September 2021,473,Tidak Tercapai,841
Kali Deres,Jakarta Barat,356818,4295,24 September 2021,518,Tidak Tercapai,692
Cilincing,Jakarta Utara,340707,4073,24 September 2021,430,Tidak Tercapai,615
Duren Sawit,Jakarta Timur,358527,4006,24 September 2021,655,Tidak Tercapai,1139
Tanjung Priok,Jakarta Utara,333750,3728,24 September 2021,295,Tidak Tercapai,250
Jagakarsa,Jakarta Selatan,291101,3291,24 September 2021,715,Tidak Tercapai,2399
Kebon Jeruk,Jakarta Barat,290818,3285,24 September 2021,451,Tidak Tercapai,559
Koja,Jakarta Utara,270619,3253,24 September 2021,341,Tidak Tercapai,508
Kebayoran Lama,Jakarta Selatan,266485,3018,24 September 2021,436,Tidak Tercapai,825
Jatinegara,Jakarta Timur,262190,3010,24 September 2021,313,Tidak Tercapai,649
Kramat Jati,Jakarta Timur,252661,2939,24 September 2021,340,Tidak Tercapai,473
Pasar Minggu,Jakarta Selatan,266638,2937,24 September 2021,412,Tidak Tercapai,469
Penjaringan,Jakarta Utara,259380,2860,24 September 2021,305,Tidak Tercapai,743
Ciracas,Jakarta Timur,252861,2800,24 September 2021,414,Tidak Tercapai,848
Pulo Gadung,Jakarta Timur,250436,2779,24 September 2021,347,Tidak Tercapai,553
Kembangan,Jakarta Barat,243825,2686,24 September 2021,361,Tidak Tercapai,884
Cipayung,Jakarta Timur,232520,2658,24 September 2021,224,Tidak Tercapai,728
Tambora,Jakarta Barat,221310,2565,24 September 2021,463,Tidak Tercapai,557
Pesanggrahan,Jakarta Selatan,212090,2378,24 September 2021,368,Tidak Tercapai,2642
Kemayoran,Jakarta Pusat,206657,2364,24 September 2021,431,Tidak Tercapai,390
Tebet,Jakarta Selatan,196217,2177,24 September 2021,291,Tidak Tercapai,1052
Grogol Petamburan,Jakarta Barat,196274,2095,24 September 2021,328,Tidak Tercapai,666
Palmerah,Jakarta Barat,186632,2077,24 September 2021,479,Tidak Tercapai,550
Pasar Rebo,Jakarta Timur,187522,2071,24 September 2021,475,Tidak Tercapai,661
Cilandak,Jakarta Selatan,184665,2047,24 September 2021,209,Tidak Tercapai,374
Makasar,Jakarta Timur,178873,1927,24 September 2021,722,Tidak Tercapai,521
Matraman,Jakarta Timur,154999,1745,24 September 2021,219,Tidak Tercapai,966
Tanah Abang,Jakarta Pusat,142258,1647,24 September 2021,476,Tidak Tercapai,837
Pancoran,Jakarta Selatan,142268,1612,24 September 2021,183,Tidak Tercapai,234
Pademangan,Jakarta Utara,135923,1492,24 September 2021,127,Tidak Tercapai,150
Mampang Prapatan,Jakarta Selatan,128433,1483,24 September 2021,770,Tidak Tercapai,3859
Kebayoran Baru,Jakarta Selatan,129072,1342,24 September 2021,129,Tidak Tercapai,221
Taman Sari,Jakarta Barat,107037,1149,24 September 2021,376,Tidak Tercapai,665
Sawah Besar,Jakarta Pusat,102381,1120,24 September 2021,443,Tidak Tercapai,1030
Kelapa Gading,Jakarta Utara,119285,1114,24 September 2021,437,Tidak Tercapai,588
Johar Baru,Jakarta Pusat,114661,1102,24 September 2021,732,Tidak Tercapai,948
Senen,Jakarta Pusat,104180,1099,24 September 2021,289,Tidak Tercapai,1413
Setia Budi,Jakarta Selatan,96032,1019,24 September 2021,211,Tidak Tercapai,254
Cempaka Putih,Jakarta Pusat,82144,893,24 September 2021,364,Tidak Tercapai,655
Gambir,Jakarta Pusat,79504,879,24 September 2021,1246,Tercapai,1338
Menteng,Jakarta Pusat,73752,770,24 September 2021,28,Tidak Tercapai,285
Kep. Seribu Utara,Kepulauan Seribu,13038,122,24 September 2021,10,Tidak Tercapai,232
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,25 September 2021,196,Tidak Tercapai,417
Cakung,Jakarta Timur,451298,5333,25 September 2021,215,Tidak Tercapai,547
Cengkareng,Jakarta Barat,456111,5041,25 September 2021,171,Tidak Tercapai,342
Kali Deres,Jakarta Barat,356818,4295,25 September 2021,438,Tidak Tercapai,449
